"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/1305",9234,"","GEM/2018/B/1305","two wheeler-Motor cycles and scooters and mopeds",20,"LSG (Local Self Government) Rajasthan","2018-04-18","2018-05-17","https://bidplus.gem.gov.in/showbidDocument/9234","Bid Awarded"
"GEM/2018/B/13050",91463,"","GEM/2018/B/13050","non modular elecrical switches and accessories flush type",500,"Department of Defence","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91463","Bid Awarded"
"GEM/2018/B/13052",91477,"","GEM/2018/B/13052","Air Conditioner",42,"Department of Telecommunications (DOT)","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/91477","Bid Awarded"
"GEM/2018/B/13056",91505,"","GEM/2018/B/13056","Vehicle Hiring Service",3,"Department of Posts","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/91505","Bid Awarded"
"GEM/2018/B/13065",91568,"","GEM/2018/B/13065","Desktops",3,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91568","Bid Awarded"
"GEM/2018/B/13067",91582,"","GEM/2018/B/13067","sofas",1,"Ministry of Home Affairs","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91582","Bid Awarded"
"GEM/2018/B/13069",91596,"","GEM/2018/B/13069","Domestic Water Heater-geyser",125,"Department of Defence","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91596","Bid Awarded"
"GEM/2018/B/13073",91624,"","GEM/2018/B/13073","Desktops",162,"Home Department Jharkhand","2018-05-15","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/91624","Bid Awarded"
"GEM/2018/B/13083",91694,"","GEM/2018/B/13083","Vehicle Hiring Service",1,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91694","Bid Awarded"
"GEM/2018/B/13088",91729,"","GEM/2018/B/13088","All in one",10,"NA","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/91729","Bid Awarded"
"GEM/2018/B/13089",91736,"","GEM/2018/B/13089","Smart Phone",1,"Science and Technology (Information Technology) Department Madhya Pradesh","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91736","Bid Awarded"
"GEM/2018/B/13093",91764,"","GEM/2018/B/13093","All in one",1,"Department of Rural Development (DRD)","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91764","Bid Awarded"
"GEM/2018/B/13095",91778,"","GEM/2018/B/13095","steel  body evaporative coolers-desert cooler",162,"Ministry of Defence","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/91778","Bid Awarded"
"GEM/2018/B/13101",91820,"","GEM/2018/B/13101","Plastic  Body Evaporative Coolers-DESERT COOLER",70,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91820","Bid Awarded"
"GEM/2018/B/13102",91827,"","GEM/2018/B/13102","Multifunction Machines",1,"College Education Department Rajasthan","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91827","Bid Awarded"
"GEM/2018/B/13108",91869,"","GEM/2018/B/13108","Air Conditioner",2,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91869","Bid Awarded"
"GEM/2018/B/1312",9283,"","GEM/2018/B/1312","Printer",17,"Tourism Department Madhya Pradesh","2018-04-19","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9283","Bid Awarded"
"GEM/2018/B/13122",91967,"","GEM/2018/B/13122","revolving chair",30,"Department of Social Justice and Empowerment","2018-05-15","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/91967","Bid Awarded"
"GEM/2018/B/13126",91995,"","GEM/2018/B/13126","Multimedia Projectors",2,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/91995","Bid Awarded"
"GEM/2018/B/13131",92030,"","GEM/2018/B/13131","propeller type ac ventilating fan-exhaust",60,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92030","Bid Awarded"
"GEM/2018/B/13135",92058,"","GEM/2018/B/13135","Multifunction Machines",41,"Ministry of Statistics and Programme Implementation","2018-05-15","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92058","Bid Awarded"
"GEM/2018/B/13141",92100,"","GEM/2018/B/13141","Vehicle Hiring Service",1,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92100","Bid Awarded"
"GEM/2018/B/13143",92114,"","GEM/2018/B/13143","Notebook Computers-laptop",1,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92114","Bid Awarded"
"GEM/2018/B/13144",92121,"","GEM/2018/B/13144","Air Conditioner",40,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92121","Bid Awarded"
"GEM/2018/B/13146",92135,"","GEM/2018/B/13146","Online UPS",1,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92135","Bid Awarded"
"GEM/2018/B/13149",92156,"","GEM/2018/B/13149","Televisions",2,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92156","Bid Awarded"
"GEM/2018/B/13154",92191,"","GEM/2018/B/13154","scanners",10,"Ministry of Statistics and Programme Implementation","2018-05-15","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92191","Bid Awarded"
"GEM/2018/B/13161",92240,"","GEM/2018/B/13161","classroom chairs",30,"Ministry of Social Justice and Empowerment","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92240","Bid Awarded"
"GEM/2018/B/13167",92282,"","GEM/2018/B/13167","LED Lamps- bulb",500,"Department of Defence","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92282","Bid Awarded"
"GEM/2018/B/13168",92289,"","GEM/2018/B/13168","steel  body evaporative coolers-desert cooler",6,"Central Armed Police Forces","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/92289","Bid Awarded"
"GEM/2018/B/13169",92296,"","GEM/2018/B/13169","Printer",10,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92296","Bid Awarded"
"GEM/2018/B/13178",92359,"","GEM/2018/B/13178","OEM Cartridge",60,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92359","Bid Awarded"
"GEM/2018/B/13180",92373,"","GEM/2018/B/13180","Desktops",10,"Department of Revenue","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92373","Bid Awarded"
"GEM/2018/B/13184",92401,"","GEM/2018/B/13184","toilet cleaners liquid",20,"Department of Defence","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92401","Bid Awarded"
"GEM/2018/B/13188",92429,"","GEM/2018/B/13188","Basketball backstop",1,"Central Armed Police Forces","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92429","Bid Awarded"
"GEM/2018/B/13194",92471,"","GEM/2018/B/13194","hopper or tipper",6,"MAHARASHTRA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92471","Bid Awarded"
"GEM/2018/B/13195",92478,"","GEM/2018/B/13195","Air Conditioner",4,"Department of Revenue","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92478","Bid Awarded"
"GEM/2018/B/13203",92534,"","GEM/2018/B/13203","computer workstation",1,"Department of Higher Education","2018-05-15","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92534","Bid Awarded"
"GEM/2018/B/13205",92548,"","GEM/2018/B/13205","Air Freshener",10,"Department of Defence","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92548","Bid Awarded"
"GEM/2018/B/13210",92583,"","GEM/2018/B/13210","twill weave cotton fabrics  cloth cotton drill",35487,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/92583","Bid Awarded"
"GEM/2018/B/13212",92597,"","GEM/2018/B/13212","OEM Cartridge",50,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92597","Bid Awarded"
"GEM/2018/B/13213",92604,"","GEM/2018/B/13213","Vehicle Hiring Service",1,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92604","Bid Awarded"
"GEM/2018/B/13221",92660,"","GEM/2018/B/13221","Vehicle Hiring Service",1,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92660","Bid Awarded"
"GEM/2018/B/13223",92674,"","GEM/2018/B/13223","OEM Cartridge",30,"NA","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92674","Bid Awarded"
"GEM/2018/B/13224",92681,"","GEM/2018/B/13224","sofas",2,"Central Armed Police Forces","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/92681","Bid Awarded"
"GEM/2018/B/13226",92695,"","GEM/2018/B/13226","Air Freshener",10,"Department of Defence","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/92695","Bid Awarded"
"GEM/2018/B/1323",9360,"","GEM/2018/B/1323","All in one",2,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9360","Bid Awarded"
"GEM/2018/B/13238",92779,"","GEM/2018/B/13238","Ceiling Fan",66,"Central Armed Police Forces","2018-05-15","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/92779","Bid Awarded"
"GEM/2018/B/1324",9367,"","GEM/2018/B/1324","OEM Cartridge",42,"Ministry of Water Resources River Development and Ganga Rejuvenation","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9367","Bid Awarded"
"GEM/2018/B/13244",92821,"","GEM/2018/B/13244","Cables suitable for CCTV System (Accessories)",160,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92821","Bid Awarded"
"GEM/2018/B/13249",92856,"","GEM/2018/B/13249","Layer 2 Access Switch",5,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92856","Bid Awarded"
"GEM/2018/B/1325",9374,"","GEM/2018/B/1325","Insecticides for mosquitoes cockroaches and other insects (Liquid vaporizer and spray)",11000,"Department of Defence","2018-04-18","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/9374","Bid Awarded"
"GEM/2018/B/13256",92905,"","GEM/2018/B/13256","Drinking Water Cooler",1,"School Education Department Madhya Pradesh","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92905","Bid Awarded"
"GEM/2018/B/13265",92968,"","GEM/2018/B/13265","tractors",6,"Urban Development Department","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92968","Bid Awarded"
"GEM/2018/B/13267",92982,"","GEM/2018/B/13267","jungle hats FSMP",930,"Central Armed Police Forces","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/92982","Bid Awarded"
"GEM/2018/B/13274",93031,"","GEM/2018/B/13274","hopper or tipper",10,"Urban Development Department","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/93031","Bid Awarded"
"GEM/2018/B/13276",93045,"","GEM/2018/B/13276","diesel generators- DG Sets",1,"Social Welfare Department Andhra Pradesh","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/93045","Bid Awarded"
"GEM/2018/B/13277",93052,"","GEM/2018/B/13277","Desktops",7,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93052","Bid Awarded"
"GEM/2018/B/13288",93129,"","GEM/2018/B/13288","glass or window cleaners",1700,"Department of Defence","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93129","Bid Awarded"
"GEM/2018/B/13289",93136,"","GEM/2018/B/13289","green waste reprocessor",1,"Central Armed Police Forces","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93136","Bid Awarded"
"GEM/2018/B/13292",93157,"","GEM/2018/B/13292","Light Emitting Diode LED Fixture- LED tube light",2000,"Department of Higher Education","2018-05-15","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93157","Bid Awarded"
"GEM/2018/B/13298",93199,"","GEM/2018/B/13298","hot or cold water dispenser",12,"Department of Defence","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93199","Bid Awarded"
"GEM/2018/B/1330",9409,"","GEM/2018/B/1330","Printer",8,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9409","Bid Awarded"
"GEM/2018/B/13308",93269,"","GEM/2018/B/13308","t shirts",400,"Department of Defence","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93269","Bid Awarded"
"GEM/2018/B/13312",93297,"","GEM/2018/B/13312","Light Emitting Diode LED Fixture- LED tube light",400,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93297","Bid Awarded"
"GEM/2018/B/13316",93325,"","GEM/2018/B/13316","biometric identification equipment",40,"Department of Defence Research & Development","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93325","Bid Awarded"
"GEM/2018/B/13322",93367,"","GEM/2018/B/13322","Air Conditioner",8,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93367","Bid Awarded"
"GEM/2018/B/13324",93381,"","GEM/2018/B/13324","biometric identification equipment",40,"Department of Defence Research & Development","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93381","Bid Awarded"
"GEM/2018/B/13328",93409,"","GEM/2018/B/13328","bag kit universal",307,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93409","Bid Awarded"
"GEM/2018/B/13329",93416,"","GEM/2018/B/13329","domestic refrigerators",3,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93416","Bid Awarded"
"GEM/2018/B/13331",93430,"","GEM/2018/B/13331","Air Conditioner",5,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93430","Bid Awarded"
"GEM/2018/B/13334",93451,"","GEM/2018/B/13334","diesel generators- DG Sets",1,"Department of Higher Education","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93451","Bid Awarded"
"GEM/2018/B/13336",93465,"","GEM/2018/B/13336","bag kit universal",100,"Department of Defence","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93465","Bid Awarded"
"GEM/2018/B/13337",93472,"","GEM/2018/B/13337","End point protection software/ appliances",402,"Department of Defence Production and Supply","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93472","Bid Awarded"
"GEM/2018/B/1334",9437,"","GEM/2018/B/1334","Air Conditioner",22,"Department of Food and Public Distribution","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9437","Bid Awarded"
"GEM/2018/B/13346",93535,"","GEM/2018/B/13346","seamless steel tube assembly-TUBULARS AND OTHER WROUGHT STEEL FITTINGS, RISER PIPE",40,"Central Armed Police Forces","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93535","Bid Awarded"
"GEM/2018/B/13350",93563,"","GEM/2018/B/13350","Desktops",5,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93563","Bid Awarded"
"GEM/2018/B/13357",93612,"","GEM/2018/B/13357","Printer or photo Copier Paper",650,"Department of Defence","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93612","Bid Awarded"
"GEM/2018/B/13358",93619,"","GEM/2018/B/13358","OEM Cartridge",25,"Department of Agricultural Research and Education (DARE)","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93619","Bid Awarded"
"GEM/2018/B/13361",93640,"","GEM/2018/B/13361","Fogging Machine",3,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93640","Bid Awarded"
"GEM/2018/B/13376",93745,"","GEM/2018/B/13376","Desktops",13,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93745","Bid Awarded"
"GEM/2018/B/13378",93759,"","GEM/2018/B/13378","Multifunction Machines",1,"PUDUCHERRY","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93759","Bid Awarded"
"GEM/2018/B/13383",93794,"","GEM/2018/B/13383","Desktops",6,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93794","Bid Awarded"
"GEM/2018/B/13385",93808,"","GEM/2018/B/13385","Online UPS",1,"Department of Defence Research & Development","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93808","Bid Awarded"
"GEM/2018/B/1339",9472,"","GEM/2018/B/1339","Desktops",3,"Urban Development Department Chhattisgarh","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9472","Bid Awarded"
"GEM/2018/B/13397",93892,"","GEM/2018/B/13397","power cable for direct burial xlpe ugac cable",550,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93892","Bid Awarded"
"GEM/2018/B/13402",93927,"","GEM/2018/B/13402","Desktops",2,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/93927","Bid Awarded"
"GEM/2018/B/13410",93983,"","GEM/2018/B/13410","Notebook Computers-laptop",1,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/93983","Bid Awarded"
"GEM/2018/B/13414",94011,"","GEM/2018/B/13414","thermal imager",2,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94011","Bid Awarded"
"GEM/2018/B/13417",94032,"","GEM/2018/B/13417","Pallet Truck",2,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94032","Bid Awarded"
"GEM/2018/B/1342",9493,"","GEM/2018/B/1342","OEM Cartridge",10,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9493","Bid Awarded"
"GEM/2018/B/13431",94130,"","GEM/2018/B/13431","Electrician tool kit",5698,"Labour Department Chhattisgarh","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94130","Bid Awarded"
"GEM/2018/B/13432",94137,"","GEM/2018/B/13432","hoes powrah",240,"Department of Defence","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94137","Bid Awarded"
"GEM/2018/B/13433",94144,"","GEM/2018/B/13433","Ceiling Fan",72,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94144","Bid Awarded"
"GEM/2018/B/13437",94172,"","GEM/2018/B/13437","mosquito repellant cream  spray and lotion",1150,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94172","Bid Awarded"
"GEM/2018/B/13440",94193,"","GEM/2018/B/13440","true rms clamp meter",3,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94193","Bid Awarded"
"GEM/2018/B/13445",94228,"","GEM/2018/B/13445","All in one",5,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94228","Bid Awarded"
"GEM/2018/B/13447",94242,"","GEM/2018/B/13447","Printer",12,"NA","2018-05-16","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/94242","Bid Awarded"
"GEM/2018/B/13448",94249,"","GEM/2018/B/13448","Firewall",4,"Ministry of Finance","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94249","Bid Awarded"
"GEM/2018/B/1345",9514,"","GEM/2018/B/1345","Potable water purification system",27,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9514","Bid Awarded"
"GEM/2018/B/13461",94340,"","GEM/2018/B/13461","lead acid battery",80,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94340","Bid Awarded"
"GEM/2018/B/13468",94389,"","GEM/2018/B/13468","Desktops",10,"Housing and Urban Development Department Tamil Nadu","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94389","Bid Awarded"
"GEM/2018/B/13483",94494,"","GEM/2018/B/13483","automotive vehicles pneumatic tyres",1,"N/A","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94494","Bid Awarded"
"GEM/2018/B/13500",94613,"","GEM/2018/B/13500","diesel generators- DG Sets",1,"Central Armed Police Forces","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94613","Bid Awarded"
"GEM/2018/B/13507",94662,"","GEM/2018/B/13507","twill weave wool fabric cloth serge  dress",458,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94662","Bid Awarded"
"GEM/2018/B/13508",94669,"","GEM/2018/B/13508","Laminators",1,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94669","Bid Awarded"
"GEM/2018/B/13511",94690,"","GEM/2018/B/13511","glass or window cleaners",10,"Department of Defence","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/94690","Bid Awarded"
"GEM/2018/B/13521",94760,"","GEM/2018/B/13521","Class Room Desking and Seating",90,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94760","Bid Awarded"
"GEM/2018/B/13524",94781,"","GEM/2018/B/13524","Desktops",5,"Department of Revenue","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94781","Bid Awarded"
"GEM/2018/B/13525",94788,"","GEM/2018/B/13525","line matrix printer",1,"Department of Higher Education","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94788","Bid Awarded"
"GEM/2018/B/13536",94865,"","GEM/2018/B/13536","Human Resource Service",4,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94865","Bid Awarded"
"GEM/2018/B/13537",94872,"","GEM/2018/B/13537","cloth  uniform dope dyed polyester viscose shade khaki pc khaki",1795,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94872","Bid Awarded"
"GEM/2018/B/13538",94879,"","GEM/2018/B/13538","Desktops",19,"NA","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/94879","Bid Awarded"
"GEM/2018/B/13542",94907,"","GEM/2018/B/13542","LED Luminaire (For Road and Street Lights)",70,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94907","Bid Awarded"
"GEM/2018/B/13548",94949,"","GEM/2018/B/13548","poly carbonate lathi",228,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94949","Bid Awarded"
"GEM/2018/B/13558",95019,"","GEM/2018/B/13558","load balancer",2,"NA","2018-05-16","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95019","Bid Awarded"
"GEM/2018/B/13559",95026,"","GEM/2018/B/13559","single texture white rubberized waterproof nylon fabric rain capes with attached hood",83,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95026","Bid Awarded"
"GEM/2018/B/13564",95061,"","GEM/2018/B/13564","cap fs disruptive jss",1200,"Central Armed Police Forces","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95061","Bid Awarded"
"GEM/2018/B/13568",95089,"","GEM/2018/B/13568","computer workstation",2,"Department of Defence Research & Development","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95089","Bid Awarded"
"GEM/2018/B/1357",9598,"","GEM/2018/B/1357","Plotter Printers ",1,"NA","2018-04-18","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/9598","Bid Awarded"
"GEM/2018/B/13572",95117,"","GEM/2018/B/13572","brooms",10,"Department of Defence","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95117","Bid Awarded"
"GEM/2018/B/13573",95124,"","GEM/2018/B/13573","Line Intractive UPS with AVR",12,"Department of Defence","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95124","Bid Awarded"
"GEM/2018/B/13580",95173,"","GEM/2018/B/13580","toilet brush",10,"Department of Defence","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95173","Bid Awarded"
"GEM/2018/B/13589",95236,"","GEM/2018/B/13589","coat combat disruptive detachable lining",50,"Central Armed Police Forces","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95236","Bid Awarded"
"GEM/2018/B/13592",95257,"","GEM/2018/B/13592","Desktops",5,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/95257","Bid Awarded"
"GEM/2018/B/13601",95320,"","GEM/2018/B/13601","computer workstation",3,"NA","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95320","Bid Awarded"
"GEM/2018/B/13606",95355,"","GEM/2018/B/13606","Potable water purification system",7,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95355","Bid Awarded"
"GEM/2018/B/13611",95390,"","GEM/2018/B/13611","Multifunction Machines",1,"Department of Defence","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95390","Bid Awarded"
"GEM/2018/B/13616",95425,"","GEM/2018/B/13616","Desktops",6,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/95425","Bid Awarded"
"GEM/2018/B/13638",95579,"","GEM/2018/B/13638","Human Resource Service",4,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95579","Bid Awarded"
"GEM/2018/B/13644",95621,"","GEM/2018/B/13644","Multimedia Projectors",1,"Department of Defence Research & Development","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95621","Bid Awarded"
"GEM/2018/B/13653",95684,"","GEM/2018/B/13653","Human Resource Service",2,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95684","Bid Awarded"
"GEM/2018/B/13656",95705,"","GEM/2018/B/13656","Printer or photo Copier Paper",1000,"NA","2018-05-16","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95705","Bid Awarded"
"GEM/2018/B/13657",95712,"","GEM/2018/B/13657","Desktops",15,"N/A","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95712","Bid Awarded"
"GEM/2018/B/13658",95719,"","GEM/2018/B/13658","Human Resource Service",3,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95719","Bid Awarded"
"GEM/2018/B/13660",95733,"","GEM/2018/B/13660","computer workstation",2,"Department of Defence Research & Development","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/95733","Bid Awarded"
"GEM/2018/B/13665",95768,"","GEM/2018/B/13665","Ceiling Fan",115,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95768","Bid Awarded"
"GEM/2018/B/13684",95901,"","GEM/2018/B/13684","OEM Cartridge",40,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/95901","Bid Awarded"
"GEM/2018/B/13686",95915,"","GEM/2018/B/13686","OEM Cartridge",50,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/95915","Bid Awarded"
"GEM/2018/B/13689",95936,"","GEM/2018/B/13689","OEM Cartridge",50,"NA","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/95936","Bid Awarded"
"GEM/2018/B/1369",9682,"","GEM/2018/B/1369","OEM Cartridge",120,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9682","Bid Awarded"
