key,bid,bid_no,ra_no,items,quantity,department,startdate,enddate,document,status
GEM/2021/B/1699813,2875691,,GEM/2021/B/1699813,BOQ,1,Department of Economic Affairs,02-12-2021,17-12-2021,https://bidplus.gem.gov.in/showbidDocument/2875691,Technical Evaluated
GEM/2021/B/1699484,2875342,,GEM/2021/B/1699484,FINAL SEALING MACHINE (SECOND SEALING) FOR POUCH CELL BATTERY,1,Department of Higher Education,24-11-2021,17-12-2021,https://bidplus.gem.gov.in/showbidDocument/2875342,Technical Evaluated
GEM/2021/B/1704075,2880326,,GEM/2021/B/1704075,Desktop Computers,24,Department of Space,30-11-2021,17-12-2021,https://bidplus.gem.gov.in/showbidDocument/2880326,Technical Evaluated
GEM/2021/B/1710988,2887934,,GEM/2021/B/1710988,"Cable Trunking and Ducting system for Electrical Installations (Wiring duct),Insulated Electrical C",300,Department of Atomic Energy,29-11-2021,17-12-2021,https://bidplus.gem.gov.in/showbidDocument/2887934,Technical Evaluated
GEM/2021/B/1734703,2913769,,GEM/2021/B/1734703,MULTIMETERS HANDHELD,40,Department of Defence Production,07-12-2021,17-12-2021,https://bidplus.gem.gov.in/showbidDocument/2913769,Technical Evaluated
GEM/2021/B/1671116,2844221,,GEM/2021/B/1671116,Custom Bid for Services - HIRING OF TATA SUMO  FOR TRANSPORTATION UP TO 25000KM FROM GCF Jabalpur t,1,Department of Defence Production,17-11-2021,17-12-2021,https://bidplus.gem.gov.in/showbidDocument/2844221,Technical Evaluated
GEM/2021/B/1623726,2792586,,GEM/2021/B/1623726,"DRY ASBESTOS PACKING (WHITE) , SIZE: 6mm CIRCULAR CROSS SECTION, TYPE-1, GRADE OF Yarn-AA,,DRY ASBE",240,Department of Atomic Energy,03-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2792586,Technical Evaluated
GEM/2021/B/1623695,2792551,,GEM/2021/B/1623695,"BRASS ROUND ROD, Dia 40mm AS PER IS-319: 2007, GRADE-I, HALF HARD (HD) .,BRASS ROUND ROD, Dia 50mm ",825,Department of Atomic Energy,03-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2792551,Technical Evaluated
GEM/2021/B/1661299,2833548,,GEM/2021/B/1661299,Micro Radiation survey meter,2,Department of Atomic Energy,11-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2833548,Technical Evaluated
GEM/2021/B/1652733,2824126,,GEM/2021/B/1652733,BOQ,1,NA,05-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2824126,Technical Evaluated
GEM/2021/B/1645166,2815939,,GEM/2021/B/1645166,CCTV Bundle Toolkit,1,Department of Military Affairs,22-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2815939,Technical Evaluated
GEM/2021/B/1674602,2848103,,GEM/2021/B/1674602,"Short Term Cab & Taxi Hiring Services - Premium Sedan; Local; 80Kms x 10Hrs,Short Term Cab & Taxi H",30,Department of Military Affairs,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2848103,Technical Evaluated
GEM/2021/B/1674600,2848101,,GEM/2021/B/1674600,BOQ,1,Department of Animal Husbandry and Dairying,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2848101,Technical Evaluated
GEM/2021/B/1485391,2640861,,GEM/2021/B/1485391,Malleable Cast Iron Pipe Fittings-IS:1879,500,Department of Defence Production,21-09-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2640861,Technical Evaluated
GEM/2021/B/1779303,2962285,,GEM/2021/B/1779303,Deep freezer,1,Department of Atomic Energy,23-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2962285,Technical Evaluated
GEM/2021/B/1761325,2942791,,GEM/2021/B/1761325,BOQ,1,Department of Scientific and Industrial Research (DSIR),14-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2942791,Technical Evaluated
GEM/2021/B/1760978,2942426,,GEM/2021/B/1760978,BOQ,1,Department of Atomic Energy,14-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2942426,Technical Evaluated
GEM/2021/B/1760174,2941550,,GEM/2021/B/1760174,AIR ACTIVATED ADHESIVE HEAT PACK OR WARMER PAD -DISPOSABLE,11500,Department of Military Affairs,14-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2941550,Technical Evaluated
GEM/2021/B/1754807,2935537,,GEM/2021/B/1754807,23 MT CRANE (PCK-N-CARRY CRANE WITH FRONT OUTRIGGER JACK & SLI),1,Department of Atomic Energy,13-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2935537,Technical Evaluated
GEM/2021/B/1756888,2937840,,GEM/2021/B/1756888,Web Cotton White Thin 51 MM,12547,Department of Defence Production,13-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2937840,Technical Evaluated
GEM/2021/B/1543392,2704552,,GEM/2021/B/1543392,S/P FOR PISTOL CUTTING M/C FEED ASSEMBLY AS PER DRG. NO. 4898/2 DATED 22.01. 1957,3,Department of Defence Production,23-09-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2704552,Technical Evaluated
GEM/2021/B/1541405,2702396,,GEM/2021/B/1541405,View Box,75,Department of Health and Family Welfare,05-10-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2702396,Technical Evaluated
GEM/2021/B/1812433,2998347,,GEM/2021/B/1812433,Alcohol Based Hand Rub/Hand Sanitizer,3064,NA,30-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2998347,Technical Evaluated
GEM/2021/B/1799663,2984268,,GEM/2021/B/1799663,Automotive Vehicles Pneumatic Tyres-Is 15627 Rev 1,5,Central Armed Police Forces,25-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2984268,Technical Evaluated
GEM/2021/B/1798437,2982947,,GEM/2021/B/1798437,Multifunction Machines MFM,5,NA,24-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2982947,Technical Evaluated
GEM/2021/B/1750849,2931273,,GEM/2021/B/1750849,BOQ,1,Home Department Jammu and Kashmir,10-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2931273,Technical Evaluated
GEM/2021/B/1770286,2952456,,GEM/2021/B/1770286,Custom Bid for Services - NON COMPREHENSIVE AMC OF STREET LIGHT INCLUDING PRUNNING OF TREES APPROAC,1,Department of Defence Production,17-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2952456,Technical Evaluated
GEM/2021/B/1754058,2934717,,GEM/2021/B/1754058,"Desktop Computers,Desktop Computers,Uninterruptible power supply (UPS),Computer Printers",12,Irrigation Department Haryana,16-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2934717,Technical Evaluated
GEM/2021/B/1755534,2936340,,GEM/2021/B/1755534,BOQ,1,Revenue Department Uttar Pradesh,14-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2936340,Technical Evaluated
GEM/2021/B/1755531,2936337,,GEM/2021/B/1755531,BOQ,1,Education Department Bihar,11-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2936337,Technical Evaluated
GEM/2021/B/1730175,2908749,,GEM/2021/B/1730175,Miniature Circuit Breakers-IS 60898-1:2002,50,NA,16-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2908749,Technical Evaluated
GEM/2021/B/1736093,2915350,,GEM/2021/B/1736093,"Basketball Court with PP tiles,volleyball court with yarn carpet",2,Department of Military Affairs,06-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2915350,Technical Evaluated
GEM/2021/B/1732671,2911511,,GEM/2021/B/1732671,BIRKOSIT Dichtungskitt metal to metal sealing compound as per specification in 1kg tin cans.,30,Department of Atomic Energy,04-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2911511,Technical Evaluated
GEM/2021/B/1732579,2911414,,GEM/2021/B/1732579,Laptop-Notebook,8,Department of Agricultural Research and Education (DARE),06-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2911414,Technical Evaluated
GEM/2021/B/1734866,2913956,,GEM/2021/B/1734866,"SERVO MOTOR TYPE SF -A2 0020.030- 14.050, 3000 UPM, MULTITURN, ORDER NO 1070082030 9.3 NM ENCODER,S",7,Department of Defence Production,06-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2913956,Technical Evaluated
GEM/2021/B/1735710,2914927,,GEM/2021/B/1735710,"HOSE, SS, 80MM, 2000MM",80,Steel Authority of India Limited,06-12-2021,27-12-2021,https://bidplus.gem.gov.in/showbidDocument/2914927,Technical Evaluated
GEM/2021/B/1655819,2827546,,GEM/2021/B/1655819,Layer 3 - Access Switch,5,Department of Atomic Energy,10-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2827546,Technical Evaluated
GEM/2021/B/1674625,2848130,,GEM/2021/B/1674625,"Annual Maintenance Service - Desktops,  Laptops and Peripherals - UPS (Online 5 KVA); Numeric",1,Department of Financial Services,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2848130,Technical Evaluated
GEM/2021/B/1674291,2847752,,GEM/2021/B/1674291,Workstation,1,Department of Defence Research & Development,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2847752,Technical Evaluated
GEM/2021/B/1614425,2782402,,GEM/2021/B/1614425,Automotive Vehicles Pneumatic Tyres-Is 15627 Rev 1,4,Animal Husbandry and Veterinary Services Department Andaman & Nicobar,03-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2782402,Technical Evaluated
GEM/2021/B/1603032,2769781,,GEM/2021/B/1603032,Supply of Ball Valves for NALCO Damanjodi 1x18.5 MW BTG project,1,Department of Heavy Industry,16-10-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2769781,Technical Evaluated
GEM/2021/B/1631002,2800512,,GEM/2021/B/1631002,"DCGG571M120V MAX* GREASE GUN KIT (Engg Al. Sr. No. 1239) for y-12704, y-12705, y-12706, y-12707",40,Department of Defence Production,04-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2800512,Technical Evaluated
GEM/2021/B/1662305,2834639,,GEM/2021/B/1662305,Helmet Mounted LED Light or Helmet Parts or Accessories,100,NA,10-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2834639,Technical Evaluated
GEM/2021/B/1666029,2838662,,GEM/2021/B/1666029,automatic line voltage corrector or step type auto transformer,39,Department of Defence,11-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2838662,Technical Evaluated
GEM/2021/B/1665239,2837797,,GEM/2021/B/1665239,Single Use Rubber Examination Gloves-IS 15354,2750,Department of Space,11-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2837797,Technical Evaluated
GEM/2021/B/1663496,2835912,,GEM/2021/B/1663496,Utility Vehicles,1,Department of Space,11-11-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2835912,Technical Evaluated
GEM/2021/B/1786928,2970556,,GEM/2021/B/1786928,"ULTRA LOW LEVEL WATER DISSOLVING DIN BASED COCKTAIL AQUALITE,WATER-DISSOLVING DIN COCKTAIL,UNQUENCH",25,Department of Atomic Energy,22-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2970556,Technical Evaluated
GEM/2021/B/1797069,2981496,,GEM/2021/B/1797069,Custom Bid for Services - Repair of Kopyo card RF Type KAPSH 434815 025,5,Department of Defence Production,24-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2981496,Technical Evaluated
GEM/2021/B/1796475,2980864,,GEM/2021/B/1796475,"PACKING CRATE, DRG. NO. P-185 (a) IN FINISHED CONDITION (WITHOUT SURFACE TREATMENT)",929,Department of Defence Production,29-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2980864,Technical Evaluated
GEM/2021/B/1796431,2980818,,GEM/2021/B/1796431,Varnish,20000,Steel Authority of India Limited,24-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2980818,Technical Evaluated
GEM/2021/B/1796106,2980469,,GEM/2021/B/1796106,BOQ,1,Health and Family Welfare Department Delhi,01-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2980469,Technical Evaluated
GEM/2022/B/1837605,3025939,,GEM/2022/B/1837605,Telescopic Pole Pruner,1,Department of Defence,07-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3025939,Technical Evaluated
GEM/2022/B/1851200,3040789,,GEM/2022/B/1851200,"Gen,Gen,Exp,Exp,Exp,Exp,Exp,Exp,Exp,Exp",37,Department of Defence,12-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3040789,Technical Evaluated
GEM/2021/B/1662845,2835233,,GEM/2021/B/1662845,Desktop Computers 1,3,Department of Atomic Energy,12-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2835233,Technical Evaluated
GEM/2022/B/1851089,3040663,,GEM/2022/B/1851089,"Automatic Hand Sanitizer Machine ,PPE Kit ,Gloves Surgical ,Gloves 
Reusable
,Cotton Hand Gloves ,M",702,Department of Military Affairs,12-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3040663,Technical Evaluated
GEM/2022/B/1850605,3040121,,GEM/2022/B/1850605,Microtek UPS 1KVA,5,Department of Military Affairs,11-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3040121,Technical Evaluated
GEM/2022/B/1844565,3033504,,GEM/2022/B/1844565,Monthly Basis Cab & Taxi Hiring Services - Sedan; 2000 km x 320 hours; Local,1,NA,10-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3033504,Technical Evaluated
GEM/2021/B/1812530,2998458,,GEM/2021/B/1812530,BOQ,1,Higher Education Department Haryana,30-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2998458,Technical Evaluated
GEM/2021/B/1816508,3002769,,GEM/2021/B/1816508,BOQ,1,Central Police Organisation,31-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3002769,Technical Evaluated
GEM/2021/B/1722994,2900956,,GEM/2021/B/1722994,"MCCB, 4P, 36KA, 415VAC, WITH MICRO PROCESSOR BASED MTX 1.0, ADJUSTABLE S/C & O/L INSTANTANEOUS PROT",4,Department of Defence Production,02-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2900956,Technical Evaluated
GEM/2021/B/1699946,2875840,,GEM/2021/B/1699946,"TRANSDUCER MAGNET, BTL5– P– 5500– 2, MAKE: BALLUF,TRANSDUCER CONNECTOR, BKS– S32M– 00, MA",23,Department of Defence Production,24-11-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2875840,Technical Evaluated
GEM/2021/B/1699411,2875262,,GEM/2021/B/1699411,AUTOMATED NUCLEIC ACID EXTRACTION SYSTEM,1,Department of Defence,25-11-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2875262,Technical Evaluated
GEM/2021/B/1698790,2874577,,GEM/2021/B/1698790,"LINEAR DISPLACEMENT TRANSDUCER, BTL5– P1– M0900– P– S32 MAKE: BALLUFF,LINEAR DISPLACEMENT T",3,Department of Defence Production,24-11-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2874577,Technical Evaluated
GEM/2021/B/1816329,3002582,,GEM/2021/B/1816329,BOQ,1,Central Police Organisation,31-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3002582,Technical Evaluated
GEM/2021/B/1797353,2981808,,GEM/2021/B/1797353,Custom Bid for Services - Repair of Kopyo card RF Type RKBU 434811 003,8,Department of Defence Production,24-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2981808,Technical Evaluated
GEM/2021/B/1761292,2942757,,GEM/2021/B/1761292,AIR ACTIVATED ADHESIVE HEAT PACK OR WARMER PAD -DISPOSABLE,11500,Department of Military Affairs,14-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2942757,Technical Evaluated
GEM/2021/B/1760758,2942195,,GEM/2021/B/1760758,RT PCR have Gradient Capability with LED as Excitation source & Photodiode as detection source with,1,Department of Scientific and Industrial Research (DSIR),14-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2942195,Technical Evaluated
GEM/2021/B/1716094,2893532,,GEM/2021/B/1716094,"UNIVERSAL TEST KIT, COMPATIBLE WITH L&T PROTECTION RELEASES, CAT. NO. : CL904620000, MAKE: L&T,ACB,",4,Department of Defence Production,01-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2893532,Technical Evaluated
GEM/2021/B/1812236,2998124,,GEM/2021/B/1812236,Alcohol Based Hand Rub/Hand Sanitizer,500,NA,30-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2998124,Technical Evaluated
GEM/2021/B/1776666,2959330,,GEM/2021/B/1776666,Power Generator-DG Set (Upto 900 KVA),1,Department of Fertilizers,18-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2959330,Technical Evaluated
GEM/2021/B/1775509,2958071,,GEM/2021/B/1775509,"Led Luminaire (For Flood Light)-IS:10322, IS:16107",10,Department of Defence Production,18-12-2021,04-01-2022,https://bidplus.gem.gov.in/showbidDocument/2958071,Technical Evaluated
GEM/2022/B/1825304,3012553,,GEM/2022/B/1825304,Goods Transport Service – Per Trip based  Service - Machinery & Equipment; Open Body Taurus; 22 F,3,Department of Military Affairs,04-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3012553,Technical Evaluated
GEM/2022/B/1825205,3012447,,GEM/2022/B/1825205,Security Manpower Service (Version 2.0) - Office/Commercial/Institutions/ Residential; Unarmed Secu,3,Department of School Education and Literacy,04-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3012447,Technical Evaluated
GEM/2021/B/1814217,3000312,,GEM/2021/B/1814217,BOQ,1,Medical Education Department Uttar Pradesh,30-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3000312,Technical Evaluated
GEM/2021/B/1812980,2998970,,GEM/2021/B/1812980,Safety Footwear - Bis Specification-IS:15298 Part 2,61,NA,30-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2998970,Technical Evaluated
GEM/2021/B/1816648,3002922,,GEM/2021/B/1816648,BOQ,1,Central Police Organisation,31-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3002922,Technical Evaluated
GEM/2021/B/1816628,3002901,,GEM/2021/B/1816628,BOQ,1,Central Police Organisation,31-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3002901,Technical Evaluated
GEM/2021/B/1816603,3002874,,GEM/2021/B/1816603,BOQ,1,Central Police Organisation,31-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3002874,Technical Evaluated
GEM/2021/B/1797168,2981604,,GEM/2021/B/1797168,Custom Bid for Services - Repair of Kopyo card RF Type KAPSH 434841 022,5,Department of Defence Production,24-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2981604,Technical Evaluated
GEM/2021/B/1709573,2886397,,GEM/2021/B/1709573,18 MTRS HIGH MOBILE LIGHTING TOWER,6,NMDC Limited,27-11-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2886397,Technical Evaluated
GEM/2021/B/1773244,2955639,,GEM/2021/B/1773244,BOQ,1,Department of Defence Research & Development,17-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2955639,Technical Evaluated
GEM/2021/B/1776702,2959367,,GEM/2021/B/1776702,Electric ceiling type Fans - as per IS 374,200,Contracts and Materials,18-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2959367,Technical Evaluated
GEM/2022/B/1836762,3025044,,GEM/2022/B/1836762,BOQ,1,Department of Military Affairs,07-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3025044,Technical Evaluated
GEM/2022/B/1821958,3008770,,GEM/2022/B/1821958,CONSTR OF WATER PIPELINE FROM MAIN SOURCE TO RESERVOIR,1,Department of Military Affairs,03-01-2022,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/3008770,Technical Evaluated
GEM/2021/B/1806803,2992133,,GEM/2021/B/1806803,BOQ,1,Department of Health Research,28-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2992133,Technical Evaluated
GEM/2021/B/1797504,2981969,,GEM/2021/B/1797504,"Fabric Nylon 66, 48 GSM U/D 95 cm+ 1/-0 cm",41979,Department of Defence Production,24-12-2021,14-01-2022,https://bidplus.gem.gov.in/showbidDocument/2981969,Technical Evaluated
GEM/2021/B/1637653,2807682,,GEM/2021/B/1637653,Manpower Outsourcing Services - Minimum wage - Semi-skilled; Others; Electrician,7,Department of Military Affairs,29-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2807682,Technical Evaluated
GEM/2021/B/1637595,2807617,,GEM/2021/B/1637595,CISCO WEBEX VIDEO CONFERENCING SOFTWARE,1,Department of Military Affairs,29-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2807617,Technical Evaluated
GEM/2021/B/1643789,2814409,,GEM/2021/B/1643789,BOQ,1,Department of Military Affairs,01-11-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2814409,Technical Evaluated
GEM/2021/B/1576554,2740910,,GEM/2021/B/1576554,"OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consum",21,ONGC VIDESH Limited,25-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2740910,Technical Evaluated
GEM/2021/B/1604693,2771676,,GEM/2021/B/1604693,Customized Rally Camera,1,Department of Military Affairs,18-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2771676,Technical Evaluated
GEM/2021/B/1612560,2780342,,GEM/2021/B/1612560,Monthly Basis Cab & Taxi Hiring Services - SUV; 2500 km x 320 hours; Outstation 24*7,1,Rural Development Department Gujarat,29-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2780342,Technical Evaluated
GEM/2021/B/1583974,2748949,,GEM/2021/B/1583974,Custom Bid for Services - Annual maintenance charges of Water level monitoring system for 2 years a,1,Engineering Department,18-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2748949,Technical Evaluated
GEM/2021/B/1626385,2795494,,GEM/2021/B/1626385,mobile medical services anesthesiology oropharyngeal airways,10000,Department of Health and Family Welfare,28-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2795494,Technical Evaluated
GEM/2021/B/1626186,2795276,,GEM/2021/B/1626186,BOQ,1,Department of Scientific and Industrial Research (DSIR),28-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2795276,Technical Evaluated
GEM/2021/B/1633848,2803575,,GEM/2021/B/1633848,Hot and Cold Air Conditioners,4,Revenue and Disaster Management Department Odisha,29-10-2021,08-11-2021,https://bidplus.gem.gov.in/showbidDocument/2803575,Technical Evaluated
GEM/2021/B/1592602,2758480,,GEM/2021/B/1592602,Cardiac Monitor with defibrillator,43,Department of Health and Family Welfare,18-10-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2758480,Technical Evaluated
GEM/2021/B/1633101,2802781,,GEM/2021/B/1633101,Garbage Tipper,4,Urban Development and Urban Housing Department Gujarat,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2802781,Technical Evaluated
GEM/2021/B/1670233,2843260,,GEM/2021/B/1670233,Full Service and Maintenance Contracts of Photocopier Machine - Multifunction Machines MFM; Canon; ,6000,NA,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2843260,Technical Evaluated
GEM/2021/B/1668712,2841587,,GEM/2021/B/1668712,Television TV,6,Rural Development Department,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2841587,Technical Evaluated
GEM/2021/B/1669201,2842132,,GEM/2021/B/1669201,STRUCTURAL STEEL (PLATES) FOR BHUSAWAL FGD PROJECT,1,Department of Heavy Industry,12-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2842132,Technical Evaluated
GEM/2021/B/1666256,2838917,,GEM/2021/B/1666256,fireproof cupboard,1,Department of Defence Production,11-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2838917,Technical Evaluated
GEM/2021/B/1652623,2824008,,GEM/2021/B/1652623,"PHASE SEQUENCE INDICATOR,PORTABLE THREE PHASE POWER ANALYZER,LUX METER",18,NA,05-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2824008,Technical Evaluated
GEM/2021/B/1652233,2823592,,GEM/2021/B/1652233,Desktop Computers,6,Department of Atomic Energy,05-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2823592,Technical Evaluated
GEM/2021/B/1656669,2828497,,GEM/2021/B/1656669,Procurement of Portable X-ray Machine,2,INDIAN OIL CORPORATION LIMITED,08-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2828497,Technical Evaluated
GEM/2021/B/1654048,2825586,,GEM/2021/B/1654048,"bleaching powder, Stable as per IS:1065",20000,NA,15-11-2021,25-11-2021,https://bidplus.gem.gov.in/showbidDocument/2825586,Technical Evaluated
GEM/2021/B/1505330,2662711,,GEM/2021/B/1505330,BOQ,1,Central Armed Police Forces,09-09-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2662711,Technical Evaluated
GEM/2021/B/1508850,2666516,,GEM/2021/B/1508850,Power Spray Machine for Disinfection Purpose,2,Materials Management,10-09-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2666516,Technical Evaluated
GEM/2021/B/1508812,2666475,,GEM/2021/B/1508812,Desktop Computers,5,NA,10-09-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2666475,Technical Evaluated
GEM/2021/B/1395718,2542563,,GEM/2021/B/1395718,GREASE NLGI 000,36,Department of Defence Production,30-07-2021,26-08-2021,https://bidplus.gem.gov.in/showbidDocument/2542563,Technical Evaluated
GEM/2021/B/1476433,2630822,,GEM/2021/B/1476433,Custom Bid for Services - RTC PANIPAT TO NARELA,1,Department of Food and Public Distribution,29-08-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2630822,Technical Evaluated
GEM/2021/B/1476394,2630778,,GEM/2021/B/1476394,ELECTRIC KETTLE 2 LTR,2,Central Armed Police Forces,31-08-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2630778,Technical Evaluated
GEM/2021/B/1477258,2631779,,GEM/2021/B/1477258,Custom Bid for Services - RTC CHHAJPUR TO GHEVRA,1,Department of Food and Public Distribution,30-08-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2631779,Technical Evaluated
GEM/2021/B/1506632,2664119,,GEM/2021/B/1506632,"Marking Pen- permanent, highlighter",240,NA,09-09-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2664119,Technical Evaluated
GEM/2021/B/1506536,2664018,,GEM/2021/B/1506536,"Marking Pen- permanent, highlighter",200,NA,09-09-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2664018,Technical Evaluated
GEM/2021/B/1472387,2626393,,GEM/2021/B/1472387,Led Flood Light,8,NA,02-09-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2626393,Technical Evaluated
GEM/2021/RA/86684,2616331,,GEM/2021/RA/86684,aadhaar enrolment kit,148,Women and Child Development Department Haryana,24-08-2021,20-09-2021,https://bidplus.gem.gov.in/showbidDocument/2616331,Technical Evaluated
